"ID","Faction","Instance_Id","Supercedes","Title_Lang_enUS","Title_Lang_enGB","Title_Lang_koKR","Title_Lang_frFR","Title_Lang_deDE","Title_Lang_enCN","Title_Lang_zhCN","Title_Lang_enTW","Title_Lang_zhTW","Title_Lang_esES","Title_Lang_esMX","Title_Lang_ruRU","Title_Lang_ptPT","Title_Lang_ptBR","Title_Lang_itIT","Title_Lang_Unk","Title_Lang_Mask","Description_Lang_enUS","Description_Lang_enGB","Description_Lang_koKR","Description_Lang_frFR","Description_Lang_deDE","Description_Lang_enCN","Description_Lang_zhCN","Description_Lang_enTW","Description_Lang_zhTW","Description_Lang_esES","Description_Lang_esMX","Description_Lang_ruRU","Description_Lang_ptPT","Description_Lang_ptBR","Description_Lang_itIT","Description_Lang_Unk","Description_Lang_Mask","Category","Points","Ui_Order","Flags","IconID","Reward_Lang_enUS","Reward_Lang_enGB","Reward_Lang_koKR","Reward_Lang_frFR","Reward_Lang_deDE","Reward_Lang_enCN","Reward_Lang_zhCN","Reward_Lang_enTW","Reward_Lang_zhTW","Reward_Lang_esES","Reward_Lang_esMX","Reward_Lang_ruRU","Reward_Lang_ptPT","Reward_Lang_ptBR","Reward_Lang_itIT","Reward_Lang_Unk","Reward_Lang_Mask","Minimum_Criteria","Shares_Criteria"
"2045","-1","578","0","Emerald Void","쓸모 없는 에메랄드","Le vide émeraude","Smaragdleere","翡翠虚空","翡翠虛無","Vacío esmeralda","Vacío esmeralda","Изумрудная бездна","","","","","","","","16712190","Defeat Ley-Guardian Eregos in The Oculus on Heroic Difficulty without anyone in your party using an Emerald Drake.","마력의 눈에서 파티원이 에메랄드 비룡을 사용하지 않고 지맥 수호자 에레고스 처치 (영웅)","Vaincre le gardien-tellurique Eregos dans l'Oculus sans qu'un seul membre du groupe utilise de drake émeraude en mode héroïque.","Bezwingt Leywächter Eregos im Oculus auf dem Schwierigkeitsgrad 'Heroisch', ohne dass jemand aus Eurer Gruppe einen Smaragddrachen verwendet.","在你的小队中无人使用翡翠幼龙的情况下，击败魔环中的魔网守护者埃雷苟斯（英雄难度）。","英雄模式中，在隊伍無人使用翡翠龍的情況下擊敗奧核之眼的地脈守護者伊瑞茍斯。","Derrota al Guardián-Ley Eregos en El Oculus en dificultad heroica sin que nadie de tu grupo utilice un draco esmeralda.","Derrota al Guardián-Ley Eregos en El Oculus en dificultad heroica sin que nadie de tu grupo utilice un draco esmeralda.","Убейте хранителя энергии Эрегоса в Окулусе группой, в которой никто не оседлал изумрудного дракона. Это нужно выполнить в героическом режиме.","","","","","","","","16712190","14921","10","54","0","3441","","","","","","","","","","","","","","","","","2130641388","0","0"
"2536","1","-1","2143","Mountain o' Mounts","거대 마구간","Une montagne de montures","Tierisch viele Reittiere","坐骑成堆","堆積如山的坐騎","Un montón de monturas","Un montón de monturas","Не имей 100 рублей, а имей 100 коней","","","","","","","","16712190","Obtain 100 mounts.","탈것 100개 획득","Obtenir 100 montures.","Erhaltet 100 Reittiere.","获得100种坐骑。","獲得100隻坐騎。","Consigue 100 monturas.","Consigue 100 monturas.","Получите 100 средств передвижения.","","","","","","","","16712190","92","10","54","0","2328","Reward: Blue Dragonhawk Mount","보상: 길들인 푸른색 용매","Récompense : faucon-dragon de monte bleu","Belohnung: Blaues Drachenfalkenreittier","奖励：蓝色龙鹰坐骑","獎勵:藍色龍鷹坐騎","Recompensa: montura de dracohalcón azul","Recompensa: montura de dracohalcón azul","Награда: синий верховой дракондор","","","","","","","","16712190","0","0"
"2995","-1","603","0","Not-So-Friendly Fire (25 player)","오발 사고 (25인)","Un tir pas si amical que ça (25 joueurs)","Kein Freund von Beschuss (25 Spieler)","友军误伤（25人）","敵我不分(25人)","Un fuego no tan amistoso (25 j.)","Un fuego no tan amistoso (25 j.)","Не такой уж и дружеский огонь (25 игроков)","","","","","","","","16712190","Force Mimiron to kill an Assault Bot with a Rocket Strike in 25-player mode.","미미론이 로켓 일격으로 돌격로봇을 파괴하도록 만들기 (25인)","Forcer Mimiron à tuer un robot d'assaut avec une frappe de fusée en mode 25 joueurs.","Zwingt Mimiron im 25-Spieler-Modus, einen Angriffsbot mit einem Raketenschlag zu vernichten.","迫使米米尔隆使用火箭打击摧毁一个突击机器人（25人）。","25人模式中，迫使彌米倫用火箭攻擊擊殺一具突襲機器人。","Obliga a Mimiron a matar un Robot de asalto con un Golpe de cohete en el modo de 25 jugadores.","Obliga a Mimiron a matar un Robot de asalto con un Golpe de cohete en el modo de 25 jugadores.","Заставьте Мимирона убить штурмбота ракетным залпом в рейде на 25 игроков.","","","","","","","","16712190","14962","10","54","0","2665","","","","","","","","","","","","","","","","","2080309740","0","0"
"3138","-1","603","0","Not-So-Friendly Fire (10 player)","오발 사고 (10인)","Un tir pas si amical que ça (10 joueurs)","Kein Freund von Beschuss (10 Spieler)","友军误伤（10人）","敵我不分(10人)","Un fuego no tan amistoso (10 j.)","Un fuego no tan amistoso (10 j.)","Не такой уж и дружеский огонь (10 игроков)","","","","","","","","16712190","Force Mimiron to kill an Assault Bot with a Rocket Strike in 10-player mode.","미미론이 로켓 일격으로 돌격로봇을 파괴하도록 만들기 (10인)","Forcer Mimiron à tuer un robot d'assaut avec une frappe de fusée en mode 10 joueurs.","Zwingt Mimiron im 10-Spieler-Modus, einen Angriffsbot mit einem Raketenschlag zu vernichten.","迫使米米尔隆使用火箭打击摧毁一个突击机器人（10人）。","10人模式中，迫使彌米倫用火箭攻擊擊殺一具突襲機器人。","Obliga a Mimiron a matar un Robot de asalto con un Golpe de cohete en el modo de 10 jugadores.","Obliga a Mimiron a matar un Robot de asalto con un Golpe de cohete en el modo de 10 jugadores.","Заставьте Мимирона убить штурмбота ракетным залпом в рейде на 10 игроков.","","","","","","","","16712190","14961","10","54","0","2665","","","","","","","","","","","","","","","","","2080309740","0","0"
"4680","-1","-1","0","Blood Queen Lana'thel kills (Heroic Icecrown 10 player)","피의 여왕 라나텔 처치 (얼음왕관 - 10인 영웅)","Morts de la reine de sang Lana'thel (Couronne de glace héroïque à 10)","Siege über Blutkönigin Lana'thel (Heroische Eiskrone, 10 Spieler)","杀死鲜血女王兰娜瑟尔（英雄难度10人冰冠堡垒）","血腥女王菈娜薩爾擊殺數(英雄冰冠10人)","Muertes de la Reina de Sangre Lana'thel (Corona de Hielo heroica 10 j.)","Muertes de la Reina de Sangre Lana'thel (Corona de Hielo heroica 10 j.)","Убийства Кровавой королевы (героич., 10 игроков)","","","","","","","","16712190","Blood Queen Lana'thel kills (Heroic Icecrown 10 player)","피의 여왕 라나텔 처치 (얼음왕관 - 10인 영웅)","Morts de la reine de sang Lana'thel (Couronne de glace héroïque à 10)","Siege über Blutkönigin Lana'thel (Heroische Eiskrone, 10 Spieler)","杀死鲜血女王兰娜瑟尔（英雄难度10人冰冠堡垒）","血腥女王菈娜薩爾擊殺數(英雄冰冠10人)","Muertes de la Reina de Sangre Lana'thel (Corona de Hielo heroica 10 j.)","Muertes de la Reina de Sangre Lana'thel (Corona de Hielo heroica 10 j.)","Убийства Кровавой королевы (героич., 10 игроков)","","","","","","","","16712190","15062","0","54","1","1","","","","","","","","","","","","","","","","","16712188","0","0"
"454","0","-1","0","Scout","척후병","Éclaireur","Späher(in)","侦察兵","斥候","Rastreador","Rastreador","Разведчик","","","","","","","","16712190","Earned the title, """"Scout"""".","""""척후병"""" 칭호 획득","Avoir obtenu le titre d'éclaireur","Den Titel „Späher(in)“ erhalten.","获得头衔“侦察兵”。","取得「斥候」頭銜。","Recibido el título """"Rastreador"""".","Recibido el título """"Rastreador"""".","Заслужите звание """"Разведчик"""".","","","","","","","","16712190","81","0","55","0","3344","","","","","","","","","","","","","","","","","16712174","0","0"
"1390","-1","533","0","Kel'Thuzad kills (Naxxramas 25 player)","켈투자드 처치 (낙스라마스 - 25인)","Morts de Kel'Thuzad (Naxxramas à 25)","Siege über Kel'Thuzad (Naxxramas, 25 Spieler)","杀死克尔苏加德（25人纳克萨玛斯）","科爾蘇加德擊殺數 (納克薩瑪斯25人)","Muertes de Kel'Thuzad (Naxxramas 25 j.)","Muertes de Kel'Thuzad (Naxxramas 25 j.)","Убийства Кел'Тузада (Наксрамас, 25 игроков)","","","","","","","","16712190","Kel'Thuzad kills (Naxxramas 25 player)","켈투자드 처치 (낙스라마스 - 25인)","Morts de Kel'Thuzad (Naxxramas à 25)","Siege über Kel'Thuzad (Naxxramas, 25 Spieler)","杀死克尔苏加德（25人纳克萨玛斯）","科爾蘇加德擊殺數 (納克薩瑪斯25人)","Muertes de Kel'Thuzad (Naxxramas 25 j.)","Muertes de Kel'Thuzad (Naxxramas 25 j.)","Убийства Кел'Тузада (Наксрамас, 25 игроков)","","","","","","","","16712190","14823","10","55","1","1898","","","","","","","","","","","","","","","","","2080309740","0","0"
"2046","-1","578","0","Amber Void","쓸모 없는 호박","Le vide ambre","Bernsteinleere","琥珀虚空","琥珀虛無","Vacío ámbar","Vacío ámbar","Янтарная бездна","","","","","","","","16712190","Defeat Ley-Guardian Eregos in The Oculus on Heroic Difficulty without anyone in your party using an Amber Drake.","마력의 눈에서 파티원이 호박색 비룡을 사용하지 않고 지맥 수호자 에레고스 처치 (영웅)","Vaincre le gardien-tellurique Eregos dans l'Oculus sans qu'un seul membre du groupe utilise de drake ambre en mode héroïque.","Bezwingt Leywächter Eregos im Oculus auf dem Schwierigkeitsgrad 'Heroisch', ohne dass jemand aus Eurer Gruppe einen Bernsteindrachen verwendet.","在你的小队中无人使用琥珀幼龙的情况下，击败魔环中的魔网守护者埃雷苟斯（英雄难度）。","英雄模式中，在隊伍無人使用琥珀龍的情況下擊敗奧核之眼的地脈守護者伊瑞茍斯。","Derrota al Guardián-Ley Eregos en El Oculus en dificultad heroica sin que nadie de tu grupo utilice un draco ámbar.","Derrota al Guardián-Ley Eregos en El Oculus en dificultad heroica sin que nadie de tu grupo utilice un draco ámbar.","Убейте хранителя энергии Эрегоса в Окулусе группой, в которой никто не оседлал янтарного дракона. Это нужно выполнить в героическом режиме.","","","","","","","","16712190","14921","10","55","0","3440","","","","","","","","","","","","","","","","","2130641388","0","0"
"2537","0","-1","2143","Mountain o' Mounts","거대 마구간","Une montagne de montures","Tierisch viele Reittiere","坐骑成堆","堆積如山的坐騎","Un montón de monturas","Un montón de monturas","Не имей 100 рублей, а имей 100 коней","","","","","","","","16712190","Obtain 100 mounts.","탈것 100개 획득","Obtenir 100 montures.","Erhaltet 100 Reittiere.","获得100种坐骑。","獲得100隻坐騎。","Consigue 100 monturas.","Consigue 100 monturas.","Получите 100 средств передвижения.","","","","","","","","16712190","92","10","55","0","2328","Reward: Red Dragonhawk Mount","보상: 길들인 붉은색 용매","Récompense : faucon-dragon de monte rouge","Belohnung: Rotes Drachenfalkenreittier","奖励：红色龙鹰坐骑","獎勵:紅色龍鷹坐騎","Recompensa: montura de dracohalcón rojo","Recompensa: montura de dracohalcón rojo","Награда: красный верховой дракондор","","","","","","","","16712190","0","0"
"3180","-1","603","0","Firefighter (10 player)","폭발물 처리 전문가 (10인)","Ne jamais toucher au bouton rouge (10 joueurs)","Brandmeister (10 Spieler)","烈火金刚（10人）","救火高手(10人)","Bombero (10 j.)","Bombero (10 j.)","Пожарный (10 игроков)","","","","","","","","16712190","Defeat Mimiron after activating his Self-Destruct mechanism in 10-player mode.","미미론의 자폭 장치를 가동한 후에 그를 처치 (10인)","Vaincre Mimiron après avoir activé son mécanisme d'autodestruction en mode 10 joueurs.","Bezwingt Mimiron im 10-Spieler-Modus, nachdem ihr den Selbstzerstörungsmechanismus ausgelöst habt.","激活米米尔隆的自毁程序，然后击败他（10人）。","10人模式中，在彌米倫啟動自毀裝置後擊敗他。","Derrota a Mimiron en el modo de 10 jugadores después de activar su mecanismo de autodestrucción.","Derrota a Mimiron en el modo de 10 jugadores después de activar su mecanismo de autodestrucción.","Убейте Мимирона в рейде на 10 игроков после активации его механизма самоуничтожения.","","","","","","","","16712190","14961","10","55","0","1696","","","","","","","","","","","","","","","","","3909026284","0","0"
"3189","-1","603","0","Firefighter (25 player)","폭발물 처리 전문가 (25인)","Ne jamais toucher au bouton rouge (25 joueurs)","Brandmeister (25 Spieler)","烈火金刚（25人）","救火高手(25人)","Bombero (25 j.)","Bombero (25 j.)","Пожарный (25 игроков)","","","","","","","","16712190","Defeat Mimiron after activating his Self-Destruct mechanism in 25-player mode.","미미론의 자폭 장치를 가동한 후에 그를 처치 (25인)","Vaincre Mimiron après avoir activé son mécanisme d'autodestruction en mode 25 joueurs.","Bezwingt Mimiron im 25-Spieler-Modus, nachdem ihr den Selbstzerstörungsmechanismus ausgelöst habt.","激活米米尔隆的自毁程序，然后击败他（25人）。","25人模式中，在彌米倫啟動自毀裝置後擊敗他。","Derrota a Mimiron en el modo de 25 jugadores después de activar su mecanismo de autodestrucción.","Derrota a Mimiron en el modo de 25 jugadores después de activar su mecanismo de autodestrucción.","Убейте Мимирона в рейде на 25 игроков после активации его механизма самоуничтожения.","","","","","","","","16712190","14962","10","55","0","1696","","","","","","","","","","","","","","","","","3909026284","0","0"
"4681","-1","-1","0","Blood Queen Lana'thel kills (Icecrown 25 player)","피의 여왕 라나텔 처치 (얼음왕관 - 25인)","Morts de la reine de sang Lana'thel (Couronne de glace à 25)","Siege über Blutkönigin Lana'thel (Eiskrone, 25 Spieler)","杀死鲜血女王兰娜瑟尔（普通难度25人冰冠堡垒）","血腥女王菈娜薩爾擊殺數(冰冠25人)","Muertes de la Reina de Sangre Lana'thel (Corona de Hielo 25 j.)","Muertes de la Reina de Sangre Lana'thel (Corona de Hielo 25 j.)","Убийства Кровавой королевы (25 игроков)","","","","","","","","16712190","Blood Queen Lana'thel kills (Icecrown 25 player)","피의 여왕 라나텔 처치 (얼음왕관 - 25인)","Morts de la reine de sang Lana'thel (Couronne de glace à 25)","Siege über Blutkönigin Lana'thel (Eiskrone, 25 Spieler)","杀死鲜血女王兰娜瑟尔（普通难度25人冰冠堡垒）","血腥女王菈娜薩爾擊殺數(冰冠25人)","Muertes de la Reina de Sangre Lana'thel (Corona de Hielo 25 j.)","Muertes de la Reina de Sangre Lana'thel (Corona de Hielo 25 j.)","Убийства Кровавой королевы (25 игроков)","","","","","","","","16712190","15062","0","55","1","1","","","","","","","","","","","","","","","","","16712188","0","0"
"468","0","-1","0","Grunt","그런트","Grunt","Grunzer(in)","步兵","蠻兵","Bruto","Bruto","Рубака","","","","","","","","16712190","Earned the title, """"Grunt"""".","""""그런트"""" 칭호 획득","Avoir obtenu le titre de grunt.","Den Titel „Grunzer(in)“ erhalten.","获得头衔“步兵”。","取得「蠻兵」頭銜。","Recibido el título """"Bruto"""".","Recibido el título """"Bruto"""".","Заслужите звание """"Рубака"""".","","","","","","","","16712190","81","0","56","0","3345","","","","","","","","","","","","","","","","","16712174","0","0"
"1392","-1","615","0","Sartharion kills (Chamber of the Aspects 10 player)","살타리온 처치 (위상의 방 - 10인)","Morts de Sartharion (Chambre des Aspects à 10)","Siege über Sartharion (Kammer der Aspekte, 10 Spieler)","杀死萨塔里奥（10人龙神之厅）","撒爾薩里安擊殺數(守護巨龍之間10人)","Muertes de Sartharion (Cámara de los Aspectos 10 j.)","Muertes de Sartharion (Cámara de los Aspectos 10 j.)","Убийства Сартариона (Драконьи чертоги, 10 игроков)","","","","","","","","16712190","Sartharion kills (Chamber of the Aspects 10 player)","살타리온 처치 (위상의 방 - 10인)","Morts de Sartharion (Chambre des Aspects à 10)","Siege über Sartharion (Kammer der Aspekte, 10 Spieler)","杀死萨塔里奥（10人龙神之厅）","撒爾薩里安擊殺數(守護巨龍之間10人)","Muertes de Sartharion (Cámara de los Aspectos 10 j.)","Muertes de Sartharion (Cámara de los Aspectos 10 j.)","Убийства Сартариона (Драконьи чертоги, 10 игроков)","","","","","","","","16712190","14823","10","56","1","1699","","","","","","","","","","","","","","","","","2080309740","0","0"
